ticker,date,Open,High,Low,Close,Volume,price_change_pct,sentiment_score,headline_count,sentiment_label
META,2024-11-12,586.6951878227678,597.7803270952668,578.560792275492,582.9868774414062,16287700,-0.6320676321077646,0.0483,5,Neutral
MSFT,2024-11-12,415.1333664626366,421.27724345465793,414.09120276331856,419.87774658203125,19401200,1.14285685099746,-0.0396,5,Neutral
NFLX,2024-11-12,807.5,820.3699951171875,803.75,819.5,2814100,1.4860681114551082,0.0842,10,Neutral
NVDA,2024-11-12,146.73792067016035,149.60709303241688,145.9681371384276,148.2474822998047,198634700,1.0287467770771763,0.0901,8,Neutral
TSLA,2024-11-12,342.739990234375,345.8399963378906,323.30999755859375,328.489990234375,155726000,-4.157670655897334,-0.1725,7,Neutral
AAPL,2024-11-13,223.21759527142092,225.8482560889112,221.97201694486657,224.32366943359375,48566200,0.4955138777603544,-0.1508,14,Neutral
AMZN,2024-11-13,209.39999389648438,215.08999633789062,209.13999938964844,214.10000610351562,46212900,2.244514013383722,0.116,15,Neutral
GOOGL,2024-11-13,179.66766908027805,180.16547375277025,177.75608576913012,178.0946044921875,23184000,-0.8755412680217264,0.002,5,Neutral
META,2024-11-13,580.7837499543639,583.8042813935028,573.3670687675797,578.1819458007812,10757600,-0.4479815686625315,-0.01,14,Neutral
MSFT,2024-11-13,418.4981158636683,426.13078508233804,415.0936518803662,422.0315856933594,21502200,0.844321562212752,0.0951,5,Neutral
NFLX,2024-11-13,822.6199951171875,836.989990234375,820.5399780273438,830.469970703125,2767800,0.9542651081340687,0.095,12,Neutral
NVDA,2024-11-13,149.02727349633594,149.28719347067064,145.8581688148386,146.2280731201172,191903300,-1.8783141572321471,0.0298,9,Neutral
TSLA,2024-11-13,335.8500061035156,344.6000061035156,322.5,330.239990234375,125405600,-1.6703932610355547,-0.4018,5,Negative
AAPL,2024-11-14,224.2240421118748,228.06041440281584,224.204108600429,227.4127197265625,44923900,1.4220944304878447,-0.0169,7,Neutral
AMZN,2024-11-14,214.16000366210938,215.89999389648438,210.8800048828125,211.47999572753906,42620300,-1.251404505389667,-0.0011,15,Neutral
GOOGL,2024-11-14,177.49723958577857,178.03487716000262,173.55463493650558,174.80909729003906,31007500,-1.5144699162718074,-0.1656,16,Neutral
META,2024-11-14,575.1914193973914,578.939643581166,571.213935608324,575.3508911132812,11053700,0.02772498172119729,-0.1433,13,Neutral
MSFT,2024-11-14,421.83308381585454,424.9794756745813,416.87034165331505,423.7090148925781,30246900,0.44470932904411564,0.0183,16,Neutral
NFLX,2024-11-14,833.6699829101562,841.0,830.02001953125,837.260009765625,3038200,0.430629257267578,-0.0781,14,Neutral
NVDA,2024-11-14,147.59766330614426,148.9572739334313,145.50826627914395,146.71791076660156,194463300,-0.5960477421095259,-0.1836,13,Neutral
TSLA,2024-11-14,327.69000244140625,329.9800109863281,310.3699951171875,311.17999267578125,120726100,-5.03830133437688,-0.3093,14,Negative
AAPL,2024-11-15,225.59912786989784,226.1172926822584,223.47667285882866,224.20408630371094,47923700,-0.6183718790754456,-0.0336,8,Neutral
AMZN,2024-11-15,206.75999450683594,207.33999633789062,199.61000061035156,202.61000061035156,86591100,-2.007155158996276,-0.3034,17,Negative
GOOGL,2024-11-15,172.96721191394371,173.37541540242353,170.46823785970153,171.732666015625,32504600,-0.713745619564555,-0.0247,9,Neutral
META,2024-11-15,569.4294904085906,570.775295360466,549.7713316531629,552.34326171875,17712900,-3.000587250509361,-0.1959,11,Neutral
MSFT,2024-11-15,416.69168340974903,419.64945830467593,410.5577414665236,411.9075927734375,28247600,-1.148112819810505,0.0515,9,Neutral
NFLX,2024-11-15,832.0399780273438,832.0399780273438,816.489990234375,823.9600219726562,3673700,-0.9711019023201268,-0.2348,5,Neutral
NVDA,2024-11-15,144.8284560077565,145.19836028928967,140.03983617411208,141.9392852783203,250132900,-1.9948916180404865,-0.0943,5,Neutral
TSLA,2024-11-15,310.57000732421875,324.67999267578125,309.2200012207031,320.7200012207031,114440300,3.2681822639390656,-0.0386,17,Neutral
AAPL,2024-11-18,224.45320372664565,228.92732633570628,224.3734848929754,227.21340942382812,44633700,1.2297466248439193,0.0233,15,Neutral
AMZN,2024-11-18,204.14999389648438,204.6699981689453,200.9499969482422,201.6999969482422,36409900,-1.200096508199983,-0.2707,13,Neutral
GOOGL,2024-11-18,172.6585688053745,174.6697039128958,172.1408476982141,174.5303192138672,20135300,1.0840761749870496,0.0506,17,Neutral
META,2024-11-18,555.2939713255412,558.1450530771248,548.3658043375702,552.6622924804688,14327300,-0.473925340624598,-0.2565,8,Neutral
MSFT,2024-11-18,411.77857411978533,415.28226896658396,409.0292257942814,412.6619567871094,24727000,0.21452856531264508,-0.0146,17,Neutral
NFLX,2024-11-18,815.5,848.4500122070312,809.3300170898438,847.0499877929688,4081200,3.8687906551770386,0.2182,14,Neutral
NVDA,2024-11-18,139.45999475223928,141.50940991238423,137.1106625740026,140.10980224609375,221205300,0.46594544550851114,-0.121,15,Neutral
TSLA,2024-11-18,340.7300109863281,348.54998779296875,330.010009765625,338.739990234375,126085600,-0.5840462206990552,0.1906,5,Neutral
AAPL,2024-11-19,226.17708394083317,229.34584301691135,225.8582238051146,227.4724884033203,36211800,0.5727390414256172,-0.035,16,Neutral
AMZN,2024-11-19,199.3300018310547,205.3000030517578,198.77999877929688,204.61000061035156,31197900,2.6488730902496163,0.0358,11,Neutral
GOOGL,2024-11-19,172.95726124320882,178.08464343003916,172.7979600977284,177.3379364013672,23434900,2.532807889457937,0.1254,12,Neutral
META,2024-11-19,550.1301887468238,559.670199030822,548.8741284623578,559.331298828125,9522400,1.672533205687361,-0.037,5,Neutral
MSFT,2024-11-19,410.03163897887276,414.825664526232,408.4832659585283,414.6767883300781,18133500,1.1328758343559695,0.012,12,Neutral
NFLX,2024-11-19,839.75,874.489990234375,839.1599731445312,871.3200073242188,3814200,3.7594530901123844,0.5482,9,Positive
NVDA,2024-11-19,141.2794937524248,147.08782570288798,140.94958652618317,146.9678497314453,227834900,4.02631395961021,0.2177,5,Neutral
TSLA,2024-11-19,335.760009765625,347.3800048828125,332.75,346.0,88852500,3.04979447716926,0.1097,18,Neutral
AAPL,2024-11-20,227.25326410482543,229.11664435033194,225.0909420304879,228.18994140625,35169600,0.4121733102995186,-0.1123,13,Neutral
AMZN,2024-11-20,202.97999572753906,203.1300048828125,199.4499969482422,202.8800048828125,32769000,-0.049261428136386724,0.0668,8,Neutral
GOOGL,2024-11-20,176.56135042889815,176.89985394642653,173.01698373526585,175.2073211669922,18997100,-0.7668888228464452,0.0231,18,Neutral
META,2024-11-20,561.1654671706501,564.5747300141007,552.4628511582212,563.7473754882812,9797300,0.460097505758667,0.0526,8,Neutral
MSFT,2024-11-20,413.76364252316546,414.18052617467214,407.52050466835993,412.3939208984375,19191700,-0.3310396284157015,-0.0251,18,Neutral
NFLX,2024-11-20,879.97998046875,890.5999755859375,868.4000244140625,883.8499755859375,4093800,0.4397821772179432,0.2705,17,Neutral
NVDA,2024-11-20,147.36774356025674,147.5176944558783,142.68907730947365,145.84817504882812,309871700,-1.0311405160433122,0.2683,14,Neutral
TSLA,2024-11-20,345.0,346.6000061035156,334.29998779296875,342.0299987792969,66340700,-0.860869919044384,-0.0113,12,Neutral
AAPL,2024-11-21,228.07036655131708,229.34583747298603,224.9115819089953,227.71163940429688,42108300,-0.1572879249700721,-0.1373,7,Neutral
AMZN,2024-11-21,203.49000549316406,203.49000549316406,195.75,198.3800048828125,58800000,-2.511180142713803,-0.2642,15,Neutral
GOOGL,2024-11-21,173.1364567662256,173.36545785068716,162.98124461770655,166.8939971923828,59734400,-3.6055142229643464,-0.2962,10,Neutral
META,2024-11-21,567.7348499684634,568.2133259307972,547.3289818703621,561.3250122070312,11154700,-1.1290196051533985,-0.2083,14,Neutral
MSFT,2024-11-21,417.2074811714516,417.48594978990576,408.047821251109,410.61370849609375,20780200,-1.580454084103094,-0.1732,10,Neutral
NFLX,2024-11-21,883.9299926757812,908.0,877.239990234375,897.47998046875,4511300,1.5329254471783471,0.0046,6,Neutral
NVDA,2024-11-21,149.30720000657334,152.84617867409492,140.65967008206871,146.62796020507812,400946600,-1.7944478239343173,-0.1256,13,Neutral
TSLA,2024-11-21,343.80999755859375,347.989990234375,335.2799987792969,339.6400146484375,58011700,-1.2128742444278635,-0.084,10,Neutral
AAPL,2024-11-22,227.2532593649619,229.9038535446,227.2532593649619,229.05685424804688,38168300,0.7936497316363897,-0.1198,10,Neutral
AMZN,2024-11-22,198.25,199.25999450683594,196.75,197.1199951171875,31530800,-0.5699898526166457,-0.2858,17,Neutral
GOOGL,2024-11-22,165.12181631038618,165.7291386198519,163.18036592990532,164.03659057617188,38604600,-0.6572273479443576,-0.2056,14,Neutral
META,2024-11-22,561.7835402193574,562.0626917643333,552.8516642815921,557.3873901367188,9164000,-0.7825345115882371,-0.1663,8,Neutral
MSFT,2024-11-22,409.1219230929671,415.11896888171356,408.81361962204943,414.7211608886719,24814600,1.368598816063059,-0.0031,14,Neutral
NFLX,2024-11-22,896.0,906.0,893.0,897.7899780273438,3214000,0.19977433340890066,-0.0724,15,Neutral
NVDA,2024-11-22,145.88815647311117,147.11781483152527,141.05955459424152,141.9093017578125,236406200,-2.7273322327793035,-0.2215,12,Neutral
TSLA,2024-11-22,341.0899963378906,361.5299987792969,337.70001220703125,352.55999755859375,89140700,3.3627492286055527,0.3575,19,Positive
AAPL,2024-11-25,230.64124862727573,232.42491005721112,228.92733167542056,232.04624938964844,90152800,0.6091715036815633,0.048,15,Neutral
AMZN,2024-11-25,199.27999877929688,201.9499969482422,199.0,201.4499969482422,40685700,1.0889192002397547,0.0408,9,Neutral
GOOGL,2024-11-25,165.3607616780629,167.88961806266173,164.88287341953946,166.91390991210938,33135300,0.9392483551026923,-0.0408,7,Neutral
META,2024-11-25,560.3380482903169,570.7952180290404,554.6459854785412,563.338623046875,13599800,0.5354936659599192,-0.0146,9,Neutral
MSFT,2024-11-25,416.09361024787086,418.778836873561,412.58290247238904,416.5013732910156,27691100,0.0979979103504763,0.0184,7,Neutral
NFLX,2024-11-25,902.0499877929688,902.0499877929688,864.219970703125,865.5900268554688,6014200,-4.04190027502866,-0.2797,14,Neutral
NVDA,2024-11-25,141.9492922301626,142.0092725854583,135.78106320516017,135.9810028076172,344941900,-4.204522142222571,-0.248,13,Neutral
TSLA,2024-11-25,360.1400146484375,361.92999267578125,338.20001220703125,338.5899963378906,95890900,-5.9837889248668,0.1124,17,Neutral
AAPL,2024-11-26,232.50462429580293,234.73670603206307,232.50462429580293,234.22850036621094,45986200,0.7414373265173502,-0.0231,12,Neutral
AMZN,2024-11-26,201.89999389648438,208.0,201.7899932861328,207.86000061035156,41673700,2.9519598286481012,0.1433,17,Neutral
GOOGL,2024-11-26,166.8939932592079,169.07438007569232,166.84420975542025,168.37744140625,20486700,0.8888565238762816,-0.0082,19,Neutral
META,2024-11-26,564.2258439211572,575.6897965803327,563.4283637310257,571.7421875,10356600,1.332151594937062,0.0692,18,Neutral
MSFT,2024-11-26,417.29700327286355,426.69537265560376,416.5610569682543,425.6510925292969,23458900,2.0019528515450964,0.0054,19,Neutral
NFLX,2024-11-26,867.489990234375,886.3599853515625,867.25,872.5999755859375,3138300,0.5890540996538651,-0.1961,7,Neutral
NVDA,2024-11-26,137.66052777043362,139.26007526155422,135.63111085304342,136.88075256347656,190287700,-0.5664479278020995,-0.154,13,Neutral
TSLA,2024-11-26,341.0,346.9599914550781,335.6600036621094,338.2300109863281,62295900,-0.812313493745418,-0.2563,7,Neutral
AAPL,2024-11-27,233.640604190904,234.85628986853752,232.9829351774668,234.09896850585938,33498400,0.19618350009951127,0.0566,7,Neutral
AMZN,2024-11-27,206.97999572753906,207.63999938964844,205.0500030517578,205.74000549316406,28061600,-0.5990869938983272,0.0527,15,Neutral
GOOGL,2024-11-27,168.25798309333703,168.73587133599466,167.28229016697128,168.48696899414062,19266500,0.1360921464728178,0.0081,15,Neutral
