ticker,date,Open,High,Low,Close,Volume,price_change_pct,sentiment_score,headline_count,sentiment_label
AAPL,2024-10-23,232.99563706556216,234.05072423456664,226.7049068825192,229.69100952148438,52287000,-1.4183216414253743,0.0,19,Neutral
AMZN,2024-10-23,188.85000610351562,189.16000366210938,183.69000244140625,184.7100067138672,31937100,-2.192215650434849,0.0,14,Neutral
GOOGL,2024-10-23,164.0365946612512,165.09195335667494,161.21901831548328,162.06529235839844,18280500,-1.201745444011235,0.0,17,Neutral
META,2024-10-23,578.1520338144135,583.1662963021914,560.7368233674918,561.923095703125,14248400,-2.807036412933895,0.0,10,Neutral
MSFT,2024-10-23,427.6493981928425,427.86776005710016,419.3814831724278,421.4360656738281,19654400,-1.452903370207146,0.0,17,Neutral
NFLX,2024-10-23,762.8300170898438,763.7899780273438,744.260009765625,749.2899780273438,3749000,-1.7749746023569621,0.0,13,Neutral
NVDA,2024-10-23,141.9892821435429,142.3891613712536,137.42060018656866,139.51998901367188,285930000,-1.7390700851453857,0.0,10,Neutral
TSLA,2024-10-23,217.1300048828125,218.72000122070312,212.11000061035156,213.64999389648438,80938900,-1.602731500976259,0.0,5,Neutral
AAPL,2024-10-24,228.91461372105516,229.75073396519565,227.35189464165862,229.50189208984375,31109500,0.2565490945476373,-0.0366,11,Neutral
AMZN,2024-10-24,185.25,187.11000061035156,183.86000061035156,186.3800048828125,21647400,0.6099891405195681,-0.1453,15,Neutral
GOOGL,2024-10-24,162.11507183508752,162.61287650871054,160.3030555310391,162.00555419921875,22412500,-0.0675554929156599,-0.0989,11,Neutral
META,2024-10-24,565.3523182834161,567.0968328541104,559.7599176050263,566.0003051757812,7184700,0.11461647390650118,-0.179,18,Neutral
MSFT,2024-10-24,422.1605988036373,422.80577949754775,419.2524392532927,421.5650939941406,13581600,-0.14106120068625017,-0.1152,11,Neutral
NFLX,2024-10-24,751.969970703125,755.8200073242188,746.25,754.5499877929688,2643000,0.3431010798784053,-0.071,14,Neutral
NVDA,2024-10-24,140.77963709898057,141.30948393843238,138.42031305269128,140.3697509765625,172354900,-0.2911544104421054,0.0568,19,Neutral
TSLA,2024-10-24,244.67999267578125,262.1199951171875,242.64999389648438,260.4800109863281,204491900,6.457421441679968,0.1526,6,Neutral
AAPL,2024-10-25,228.6757355296476,232.1396101862481,228.50652487676712,230.33799743652344,38802300,0.7269078649843592,0.0391,17,Neutral
AMZN,2024-10-25,187.85000610351562,190.4499969482422,187.52999877929688,187.8300018310547,29362100,-0.010649066707995767,-0.205,19,Neutral
GOOGL,2024-10-25,162.95137630402328,164.86294438388538,162.70247397291948,164.5443572998047,19828900,0.9775805715254166,-0.1189,19,Neutral
META,2024-10-25,572.1309862116045,579.4679013953893,569.9278916410104,571.453125,11337900,-0.1184800732596247,0.015,15,Neutral
MSFT,2024-10-25,423.5799681906594,429.29702642206786,423.3913815699701,424.9595947265625,16899100,0.3257062749676912,-0.1552,19,Neutral
NFLX,2024-10-25,756.1699829101562,768.5,753.530029296875,754.6799926757812,2819500,-0.19704435088003647,0.0402,8,Neutral
NVDA,2024-10-25,140.88959441527413,144.0886893234089,140.7596420534019,141.49942016601562,205122100,0.43283945366754517,0.2048,14,Neutral
TSLA,2024-10-25,256.010009765625,269.489990234375,255.32000732421875,269.19000244140625,161611900,5.148233339722701,0.5691,19,Positive
AAPL,2024-10-28,232.23917058038825,233.6426273223557,231.4727332926884,232.31878662109375,36087100,0.034281917433021496,-0.0069,9,Neutral
AMZN,2024-10-28,189.57000732421875,190.2100067138672,188.2100067138672,188.38999938964844,27930800,-0.6224655214324925,0.0465,11,Neutral
GOOGL,2024-10-28,168.009061644885,168.009061644885,163.2301341864055,165.98797607421875,32138600,-1.2029622395833373,-0.0485,12,Neutral
META,2024-10-28,580.1757074872899,581.9202220716588,572.3204026627383,576.3477172851562,10925100,-0.6597984287746944,-0.0889,18,Neutral
MSFT,2024-10-28,428.44345209470936,428.72136443906953,423.12337684387694,423.4112243652344,14882400,-1.1745372008538915,-0.0796,12,Neutral
NFLX,2024-10-28,758.6799926757812,758.6799926757812,747.8800048828125,749.1199951171875,2862400,-1.2600829929462996,0.0066,8,Neutral
NVDA,2024-10-28,142.95902137870084,143.09898064959424,140.00986979275078,140.479736328125,173586700,-1.73426274653082,-0.0432,15,Neutral
TSLA,2024-10-28,270.0,273.5400085449219,262.239990234375,262.510009765625,107653600,-2.774070457175926,0.1062,18,Neutral
AAPL,2024-10-29,232.02018805231754,233.24448591818899,231.24380255804743,232.58753967285156,35417200,0.24452683419345211,-0.0968,11,Neutral
AMZN,2024-10-29,188.5800018310547,191.4600067138672,187.82000732421875,190.8300018310547,35690200,1.1931275735248603,0.0504,6,Neutral
GOOGL,2024-10-29,166.99354716216052,169.6319209779577,166.3563578043749,168.9349822998047,42169000,1.1625809323990919,-0.0135,14,Neutral
META,2024-10-29,578.331560895051,591.8091414711773,573.5964496330529,591.42041015625,13019100,2.2632085374939845,-0.0603,8,Neutral
MSFT,2024-10-29,424.8107144355948,429.94220298203743,422.62709584345464,428.7312927246094,17644100,0.9229000483717779,-0.0241,14,Neutral
NFLX,2024-10-29,751.1300048828125,763.8800048828125,748.010009765625,759.4400024414062,3660400,1.1063327925357254,0.0871,11,Neutral
NVDA,2024-10-29,140.2497716969522,142.2192081120129,138.86017082456863,141.20950317382812,157593600,0.6843016321977989,-0.1837,9,Neutral
TSLA,2024-10-29,264.510009765625,264.9800109863281,255.50999450683594,259.5199890136719,80521800,-1.886514902167462,-0.2278,17,Neutral
AAPL,2024-10-30,231.5324398883544,232.38845656475567,228.48661770128336,229.03407287597656,47070900,-1.0790570053952468,-0.3319,18,Negative
AMZN,2024-10-30,194.6999969482422,195.61000061035156,192.4199981689453,192.72999572753906,37707600,-1.0118136885368403,-0.1661,19,Neutral
GOOGL,2024-10-30,179.88667593834245,181.22080390832798,173.29574742034202,173.69400024414062,68890800,-3.4425427352520606,-0.3116,16,Negative
META,2024-10-30,599.0961635884153,599.3155056206892,587.5325489970706,589.9449462890625,26864900,-1.5275039059738895,-0.0589,14,Neutral
MSFT,2024-10-30,434.18039280239805,435.2324917274877,428.880187758029,429.3069763183594,29749100,-1.1224404797700378,-0.2076,16,Neutral
NFLX,2024-10-30,758.0800170898438,759.7899780273438,752.280029296875,753.739990234375,1722000,-0.5725024743600902,0.0919,6,Neutral
NVDA,2024-10-30,139.49998843906093,140.28977049571748,136.77077537646986,139.300048828125,179418100,-0.1433258978535827,-0.0516,17,Neutral
TSLA,2024-10-30,258.0400085449219,263.3500061035156,255.82000732421875,257.54998779296875,53993600,-0.18990107569610387,-0.1382,12,Neutral
AAPL,2024-10-31,228.27758291037028,228.76531846185907,224.32597264925337,224.8634796142578,64370100,-1.495592888528598,-0.3018,7,Negative
AMZN,2024-10-31,190.50999450683594,190.60000610351562,185.22999572753906,186.39999389648438,75146800,-2.1573674499287683,-0.2762,9,Neutral
GOOGL,2024-10-31,172.36983860201502,176.0436392565969,170.24918598538505,170.35870361328125,44769000,-1.1667557416337118,-0.2559,13,Neutral
META,2024-10-31,583.1662822441984,588.0509472364286,561.2452209594691,565.8009033203125,26838400,-2.9777748564369606,-0.3577,15,Negative
MSFT,2024-10-31,412.2648925685448,413.05894946974416,403.2724064074055,403.3220520019531,53971000,-2.169197699778616,-0.19,13,Neutral
NFLX,2024-10-31,753.9299926757812,760.7899780273438,752.22998046875,756.030029296875,3057700,0.27854530811813,-0.0431,7,Neutral
NVDA,2024-10-31,137.56056330274592,137.57055494467397,132.07213151004177,132.72193908691406,270039600,-3.5174501322613225,-0.2955,5,Neutral
TSLA,2024-10-31,257.989990234375,259.75,249.25,249.85000610351562,66575300,-3.1551550211170905,-0.3723,10,Negative
AAPL,2024-11-01,219.9463649274566,224.30607958110733,219.2496106921502,221.87738037109375,65276700,0.877948332664661,-0.0747,13,Neutral
AMZN,2024-11-01,199.0,200.5,197.02000427246094,197.92999267578125,99687800,-0.5376921227229899,-0.2974,13,Neutral
GOOGL,2024-11-01,169.3233038159809,171.5634250435861,168.13852615824928,170.53793334960938,31796500,0.7173433935287084,-0.0782,8,Neutral
META,2024-11-01,565.8308037858104,571.8718061959343,560.7966452513473,565.3822021484375,15303200,-0.07928193982573115,-0.2475,13,Neutral
MSFT,2024-11-01,405.96225191647693,412.4038816750557,404.46349406157685,407.3121032714844,24230400,0.33250661819788224,-0.1475,8,Neutral
NFLX,2024-11-01,753.47998046875,763.7999877929688,747.77001953125,756.0999755859375,2996800,0.3477192739158864,-0.1433,14,Neutral
NVDA,2024-11-01,134.6613944536623,137.2706470867555,134.53144208222884,135.36119079589844,207127800,0.5196710943587803,-0.3804,15,Negative
TSLA,2024-11-01,252.0399932861328,254.0,246.6300048828125,248.97999572753906,57544800,-1.214092064793794,-0.202,6,Neutral
AAPL,2024-11-04,219.96627293386246,221.75792231303782,218.69220372782075,220.98153686523438,44944500,0.46155436368973707,0.031,12,Neutral
AMZN,2024-11-04,196.4499969482422,197.3300018310547,194.30999755859375,195.77999877929688,38492100,-0.3410527764588533,-0.2993,12,Neutral
GOOGL,2024-11-04,169.18389067835992,169.98038120201446,167.27232253666486,168.49693298339844,21492700,-0.4060420245728194,-0.1572,16,Neutral
META,2024-11-04,562.331870799297,566.9075107573979,556.1413742513266,558.922607421875,12064600,-0.6062724797326692,-0.0545,5,Neutral
MSFT,2024-11-04,406.74633205416956,407.3617375208185,402.5478716062057,405.41632080078125,19672300,-0.3269878911191211,-0.1725,16,Neutral
NFLX,2024-11-04,753.1400146484375,762.47998046875,749.6900024414062,755.510009765625,1902200,0.3146818746968057,-0.0663,13,Neutral
NVDA,2024-11-04,137.17067271068436,138.9201710380497,135.53114345978716,136.01100158691406,187528200,-0.845422057684468,-0.1811,13,Neutral
TSLA,2024-11-04,244.55999755859375,248.89999389648438,238.8800048828125,242.83999633789062,68802400,-0.7033043988688431,0.036,13,Neutral
AAPL,2024-11-05,220.7725208689619,222.91255498009295,220.11557465497725,222.4148712158203,28111300,0.7439106734815191,0.16,19,Neutral
AMZN,2024-11-05,196.0399932861328,199.82000732421875,195.99000549316406,199.5,30564800,1.7649494145906688,-0.054,19,Neutral
GOOGL,2024-11-05,168.6860840596654,169.78126041606683,168.09867819204692,168.99473571777344,18242100,0.18297398972096657,-0.1587,14,Neutral
META,2024-11-05,565.5217565361041,571.6823777040769,564.8937264362966,570.6356811523438,9775400,0.9042843280801578,-0.1281,11,Neutral
MSFT,2024-11-05,405.32701081903,411.808351068097,405.0391632836315,408.39398193359375,17626000,0.7566658605767248,-0.126,14,Neutral
NFLX,2024-11-05,757.3499755859375,767.530029296875,756.27001953125,763.9099731445312,2200600,0.8661778266406479,-0.0302,10,Neutral
NVDA,2024-11-05,137.41058693125512,140.32974787080795,137.29062621937655,139.86988830566406,160537400,1.7897466485892362,-0.0172,5,Neutral
TSLA,2024-11-05,247.33999633789062,255.27999877929688,246.2100067138672,251.44000244140625,69282500,1.657639752656346,0.1317,15,Neutral
AAPL,2024-11-06,221.57875664968802,225.02273483375984,220.16533664224426,221.68824768066406,54561100,0.04941404701044893,0.1086,9,Neutral
AMZN,2024-11-06,200.00999450683594,207.5500030517578,199.13999938964844,207.08999633789062,72292200,3.539824021550437,0.3469,12,Positive
GOOGL,2024-11-06,173.03690778369432,176.16312052987965,172.7382219408271,175.73500061035156,33695500,1.5592585773839704,0.0603,9,Neutral
META,2024-11-06,560.9860599935962,571.2039313662027,553.4298024690905,570.2568969726562,18305400,1.652596675782974,0.025,8,Neutral
MSFT,2024-11-06,409.346825702744,417.31698816741806,407.4609595048601,417.0489807128906,26681800,1.8815719401082391,0.1051,9,Neutral
NFLX,2024-11-06,771.5,781.489990234375,757.3800048828125,780.2100219726562,3690800,1.1289723879010045,0.0042,10,Neutral
NVDA,2024-11-06,142.91901845044762,146.44800513885863,141.91930516184587,145.56825256347656,242043900,1.8536610044991821,0.0751,16,Neutral
TSLA,2024-11-06,284.6700134277344,289.5899963378906,275.6199951171875,288.5299987792969,165228700,1.3559508095299915,0.2872,12,Neutral
AAPL,2024-11-07,223.5894200604507,226.82436463330757,223.52970043689453,226.42620849609375,42137700,1.268748957296857,0.0842,15,Neutral
AMZN,2024-11-07,207.44000244140625,212.25,207.19000244140625,210.0500030517578,52878400,1.2581954201860301,0.4001,6,Positive
GOOGL,2024-11-07,176.63107376791186,180.28495857669466,176.4120384765477,179.95640563964844,25352900,1.882642618198636,0.3854,18,Positive
META,2024-11-07,575.0817610826855,592.9355956705097,573.40703432011,589.8453369140625,14653700,2.5672133652060474,0.4056,5,Positive
MSFT,2024-11-07,418.14078738908074,423.66928922885575,416.75122569160607,422.2598571777344,19901800,0.985091603804924,0.3566,18,Positive
NFLX,2024-11-07,781.3699951171875,798.219970703125,779.9400024414062,796.5399780273438,3295100,1.9414596164370377,0.2206,7,Neutral
NVDA,2024-11-07,146.34803435651398,148.8872995129736,146.12809620267714,148.8373260498047,207323300,1.7009396157837162,-0.0429,11,Neutral
TSLA,2024-11-07,288.8900146484375,299.75,285.5199890136719,296.9100036621094,117309200,2.776139224968277,0.22,11,Neutral
AAPL,2024-11-08,226.366414165256,227.8511489598711,225.60910803907555,226.15716552734375,38328800,-0.09243802296549786,-0.0322,18,Neutral
AMZN,2024-11-08,209.72000122070312,209.9600067138672,207.44000244140625,208.17999267578125,36075800,-0.7343164867242279,0.0679,18,Neutral
GOOGL,2024-11-08,179.85681428948374,180.10571661492824,177.2981062836462,177.56692504882812,22006200,-1.2731734684069191,0.2055,13,Neutral
META,2024-11-08,589.6857922274284,591.2408999638149,582.6878378356098,587.4927368164062,9415700,-0.37190236562055234,0.1798,19,Neutral
MSFT,2024-11-08,422.15067113853826,423.3218709209174,418.6370415012291,419.3913879394531,16891400,-0.6536252072378232,0.1916,13,Neutral
NFLX,2024-11-08,797.3599853515625,799.0599975585938,788.6500244140625,795.0399780273438,1910600,-0.29096109246011886,0.2363,19,Neutral
NVDA,2024-11-08,148.727364912182,149.72707829956485,146.21807454702503,147.5876922607422,175665800,-0.7662830926324448,-0.0979,17,Neutral
TSLA,2024-11-08,299.1400146484375,328.7099914550781,297.6600036621094,321.2200012207031,204782800,7.381154473170364,0.5182,10,Positive
AAPL,2024-11-11,224.20409384410638,224.90161465065876,220.7164746065314,223.4368133544922,42005600,-0.34222412109374756,-0.0721,17,Neutral
AMZN,2024-11-11,208.5,209.64999389648438,205.58999633789062,206.83999633789062,35456000,-0.7961648259517387,-0.144,12,Neutral
GOOGL,2024-11-11,177.79591845275107,179.7572700755342,177.68640081725277,179.5581512451172,17450400,0.9911548069841829,-0.0948,9,Neutral
META,2024-11-11,584.5219830495145,585.1599915098993,574.7028831683562,581.3419799804688,10209100,-0.5440348115660749,-0.1025,18,Neutral
MSFT,2024-11-11,419.37154486777723,421.6444892164841,412.90014011467326,414.8951721191406,24503300,-1.0674002095320874,-0.1668,9,Neutral
NFLX,2024-11-11,795.9000244140625,806.8200073242188,795.5700073242188,805.4400024414062,2399200,1.1986402481099347,0.1176,9,Neutral
NVDA,2024-11-11,148.6373710400852,148.80733573059373,143.52885055228916,145.21835327148438,182325600,-2.3002410125235477,-0.1393,19,Neutral
TSLA,2024-11-11,346.29998779296875,358.6400146484375,336.0,350.0,210521600,1.068441333368818,0.5197,18,Positive
AAPL,2024-11-12,223.75568869738083,224.79200315214243,222.5698957238352,223.4368133544922,40398300,-0.14251049649062097,-0.0954,12,Neutral
AMZN,2024-11-12,208.3699951171875,209.5399932861328,206.00999450683594,208.91000366210938,38942900,0.25915849574127675,-0.0011,6,Neutral
GOOGL,2024-11-12,179.03047096199322,181.68874596023673,178.6023510648301,180.8225555419922,25134900,1.0009941717571733,0.0562,5,Neutral
